,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
25973,77561,65711,118003,118004,117878,117885,118513,117887,117888
25974,1020,8121,91261,118026,118746,118321,117906,290919,118322
25975,75078,28264,118315,118316,120764,119172,278848,118467,119174
25976,31671,18040,117961,118300,118783,118321,118448,290919,118322
25977,20299,11529,117929,117940,117941,118568,281735,19721,118570
25978,38704,50186,117916,118011,117941,117885,117913,117887,117888
25979,919,1398,117961,118300,118437,117905,117906,290919,117908
25980,34817,34611,117961,118327,118320,117905,117906,290919,117908
25981,16443,4663,117961,118225,120323,122849,120324,119095,122850
25982,75078,46704,91261,118026,118202,117905,117906,290919,117908
25983,31993,49961,117961,118225,118403,118321,117906,290919,118322
25984,1115,1140,117961,117962,118352,118321,240983,290919,118322
25985,80584,70260,117961,118225,120535,120647,159051,118398,120649
25986,7543,4620,117961,118300,119195,117905,117906,290919,117908
25987,38722,15990,117961,118413,125133,119849,128470,118638,119851
25988,27356,7411,117961,118386,118746,118747,152307,118453,118749
25989,41594,25255,118595,118596,120299,120300,135124,120302,120303
25990,77955,70168,117961,118052,120539,118685,158670,308574,118687
25991,15023,3608,117961,118052,120671,120418,232183,249618,120419
25992,20897,7492,117961,118225,118226,118674,132494,19793,118676
25993,6195,6201,117961,118225,120663,117905,240983,290919,117908
25994,33080,21036,117961,118327,121694,122022,306795,119221,122024
25995,39375,18213,117961,118386,125016,118451,126309,118453,118454
25996,73756,5730,117961,118446,118597,120578,137493,118762,120580
25997,25993,918,117961,118300,118458,118980,187517,118295,118982
25998,79092,2014,117961,117962,117904,118958,127525,118960,118961
25999,42678,22504,117961,118300,123055,120344,128788,118424,120346
26000,34026,2003,118550,118551,118378,119192,300603,119184,119194
26001,79299,57678,117961,118343,119796,118054,118054,117887,118055
26002,34950,19673,117961,118446,16232,118777,279443,308574,118779
26003,34174,2781,117961,118300,118783,118451,130134,118453,118454
26004,36480,51757,117961,119256,119257,280788,121024,292795,119082
26005,74236,1482,117961,117962,118840,124886,198985,118643,124888
26006,79092,7079,117961,118343,118514,118685,197103,308574,118687
26007,16264,3843,117961,118413,120370,118784,237727,290919,118786
26008,43548,3536,118163,118164,119136,119137,260582,118474,119139
26009,18072,51758,117961,119256,119257,117946,118806,292795,117948
26010,20231,15619,119280,119281,118623,126684,259817,292795,126685
26011,32270,782,117961,118413,277693,117905,117906,290919,117908
26012,75834,19623,117961,118225,118403,117905,141377,290919,117908
26013,33230,16973,117961,118300,124942,118321,117906,290919,118322
26014,4675,310697,117961,118343,118856,118321,117906,290919,118322
26015,79092,5080,117961,118300,118395,118890,125128,118398,118892
26016,21400,7935,117961,118052,120539,117905,117906,290919,117908
26017,6302,6352,118114,118115,117941,117885,117913,117887,117888
26018,25057,7960,117961,118343,119984,118396,269406,118398,118399
26019,23990,14791,117961,118343,119598,118321,117906,290919,118322
26020,80301,743,117961,118343,118437,117905,117906,290919,117908
26021,707,49353,117961,117962,118910,118321,117906,290919,118322
26022,80769,4642,117961,118225,120551,118321,133936,290919,118322
26023,45380,1954,117961,117962,118501,120702,308462,118504,120704
26024,972,4953,117961,118343,119598,120344,310997,118424,120346
26025,28315,70274,119062,119091,118042,118563,118563,270488,118565
26026,25829,49598,117961,118327,119995,118784,117906,290919,118786
26027,38391,18437,117893,117894,117895,117896,117897,117887,117898
26028,75834,4733,118290,118291,120126,118980,166203,118295,118982
26029,80151,1411,117902,117903,118437,122129,305057,121916,122131
26030,79092,6119,117961,118343,6104,118321,117906,290919,118322
26031,34817,25618,117961,118327,118320,118685,120316,308574,118687
26032,34871,58719,117961,118386,119954,119962,168365,118205,119964
26033,39262,8121,91261,118026,118746,117905,117906,290919,117908
26034,78540,6618,118602,118603,117941,118568,125652,19721,118570
26035,40398,14731,117961,118446,118447,118321,222729,290919,118322
26036,78311,71045,117932,117933,117878,117879,117913,19721,117880
26037,6977,17789,117961,118052,119986,118784,121873,290919,118786
26038,78175,671,117961,117962,118352,118321,117906,290919,118322
26039,1041,46224,117961,118327,118378,120952,130134,118453,120954
26040,4673,17828,117961,118343,118514,128230,302830,4673,128231
26041,75078,92216,118315,118463,118522,118465,175082,118467,118468
26042,741,771,117961,118300,118437,117905,117906,290919,117908
26043,4675,7377,117961,118225,119924,118777,279443,308574,118779
26044,39262,15504,117961,118386,123656,118321,117906,290919,118322
26045,25890,7076,117961,118225,120041,119093,124352,119095,119096
26046,5173,15412,117961,118343,127705,119849,170027,118638,119851
26047,4675,7339,117961,118300,118360,118361,118362,118363,118364
26048,75834,4735,117961,118343,123175,118054,118054,117887,118055
26049,23921,17058,117961,118300,118301,120344,267615,118424,120346
26050,28853,4583,117961,118413,120370,118321,240983,290919,118322
26051,43783,125466,117902,117903,120171,118863,154602,118398,118865
26052,31224,851,117961,117962,122215,117905,117906,290919,117908
26053,3853,14800,117961,117962,118352,118784,117906,290919,118786
26054,5451,1398,117961,118300,120722,118321,117906,290919,118322
26055,39262,24169,117916,117917,117941,117885,117913,117887,117888
26056,45904,53255,120864,120865,124449,118636,175255,118638,118639
26057,42006,5021,117961,118300,118458,118293,118302,118295,118296
26058,35066,3868,117961,118052,120096,118321,117906,290919,118322
26059,38704,56384,117893,117894,117895,117896,117897,117887,117898
26060,43029,2014,117961,117962,117904,127782,160080,290919,127783
26061,45300,50435,118120,118121,117941,117879,117886,19721,117880
26062,19481,85779,118106,118107,117912,117879,117886,19721,117880
26063,13878,50195,118079,118080,117878,117879,304519,19721,117880
26064,80202,2299,117961,117962,119223,123045,123107,120518,123047
26065,77996,28806,117961,118327,121694,118054,120514,117887,118055
26066,4675,17788,117961,118446,119961,132671,118260,290919,132673
26067,15672,6982,117961,118300,118783,118321,118448,290919,118322
26068,74302,55896,118074,23779,131868,119192,119192,119184,119194
26069,78286,4023,117961,118446,119064,118784,118785,290919,118786
26070,27124,57104,130684,130685,118552,121372,300603,119184,121374
26071,45412,1999,118084,118085,131868,128093,139264,119184,128095
26072,73547,4343,117961,118343,118660,307024,132719,118331,118332
26073,4675,6137,117961,118225,119924,133306,168365,118205,133308
26074,40443,49961,117961,118225,118403,118321,117906,290919,118322
26075,5389,1331,117961,118225,118403,118784,117906,290919,118786
26076,17308,55064,126918,126919,118042,118043,146409,270488,118046
26077,971,745,117961,118300,120722,118451,142600,118453,118454
26078,42093,52902,118595,118596,81476,118834,216197,118424,118836
26079,33054,4950,117961,118343,119598,120344,311360,118424,120346
26080,5173,46462,118290,118291,119837,118422,120065,118424,118425
26081,42378,56006,117890,117891,117878,118568,292195,19721,118570
26082,75078,59748,117961,118386,120361,117905,240983,290919,117908
26083,79092,17393,117961,118225,119781,118207,164476,270488,118209
26084,16624,8121,91261,118026,118746,117905,117906,290919,117908
26085,74883,3270,117961,118225,122870,118563,123784,270488,118565
26086,76446,7676,117961,118300,119181,118784,117906,290919,118786
26087,40862,32457,117961,118327,118320,118321,117906,290919,118322
26088,1020,69637,119062,119091,118535,117905,117906,290919,117908
26089,15720,44917,117961,117962,118450,119192,126438,119184,119194
26090,17226,5027,117961,118343,119598,118834,133686,118424,118836
26091,20487,2942,117961,118343,118700,117905,136178,290919,117908
26092,27348,4837,117961,118300,120026,119433,133686,118424,119435
26093,28111,17264,117961,118300,118825,118523,163100,118331,118525
26094,15677,1978,117961,118327,120559,122269,141096,118643,122271
26095,39939,58865,117961,118446,119064,120097,139690,270488,120099
26096,391,51095,117926,118124,118344,118028,130424,117887,118030
26097,20284,58710,117980,117981,117884,117879,117886,19721,117880
26098,74310,5027,117961,118343,118292,119433,133686,118424,119435
26099,20284,14609,117980,117981,118246,179731,141712,117887,117973
26100,18418,1276,117902,117903,120171,120990,137612,118398,120992
26101,27407,4993,117961,118343,118979,118826,134537,118424,118828
26102,15868,2594,117961,118300,123472,118784,117906,290919,118786
26103,28294,5242,117961,118052,120671,120357,120065,118424,120359
26104,34525,7212,117961,118343,124725,118784,117906,290919,118786
26105,15064,27104,117961,118327,118507,118054,124356,117887,118055
26106,76465,17218,117961,118300,118395,123067,269406,118398,123068
26107,77178,4642,117961,118225,120551,118685,279443,308574,118687
26108,17292,4972,117961,118052,118395,120647,311441,118398,120649
26109,35788,53150,119062,119091,128935,118890,125681,118398,118892
26110,79092,17188,117961,118343,6104,120690,127922,290919,120692
26111,36480,7684,118573,118574,118623,126684,127423,292795,126685
26112,42093,25687,117961,118343,118660,118924,124941,118667,118926
26113,113914,6083,117961,117962,122224,117905,240983,290919,117908
26114,14354,50550,117893,117894,117895,117899,117897,19721,117900
26115,73876,15918,117961,118327,118320,118685,120316,308574,118687
26116,6977,1895,117902,117903,118783,120952,122352,118453,120954
26117,45904,50511,118006,118007,117884,118568,292195,19721,118570
26118,28586,2938,117961,118413,122007,118784,124402,290919,118786
26119,31652,2683,120864,120865,118171,122129,281792,121916,122131
26120,33149,53150,117902,117903,128935,118863,142453,118398,118865
26121,1020,86385,117961,118225,121574,122645,309858,119221,122647
26122,39397,1350,117961,118052,122938,118321,117906,290919,118322
26123,45300,51243,117961,118300,123055,120344,134311,118424,120346
26124,25562,89738,117961,117962,118409,119928,310608,118331,119929
26125,39262,8068,117961,118386,118635,118321,117906,290919,118322
26126,684,14789,117961,118327,127470,118321,117906,290919,118322
26127,33054,2270,117961,118413,277693,120773,155692,118960,120774
26128,34138,6982,117961,118300,118783,118321,118406,290919,118322
26129,15723,17713,117961,118225,122273,118321,117906,290919,118322
26130,45412,118151,118079,118080,117878,117879,242253,19721,117880
26131,23096,6071,117961,118413,122007,118321,118448,290919,118322
26132,17249,4599,117961,118225,124449,307024,311622,118331,118332
26133,26808,1043,120140,120141,121589,118841,306399,118643,118843
26134,4675,86299,117961,118327,120383,120690,130887,290919,120692
26135,278393,4953,117961,118343,120126,120497,223125,118424,120499
26136,1250,1271,117961,118327,118507,121527,128634,118398,121529
26137,278393,135359,120342,120343,119076,118834,124426,118424,118836
26138,45019,28590,117961,118327,120685,117905,117906,290919,117908
26139,39630,6257,117961,118343,120722,118321,240983,290919,118322
26140,27755,20508,118219,118220,117941,117879,119983,19721,117880
26141,75078,71387,117961,118386,118522,117905,117906,290919,117908
26142,44796,25237,117961,117962,118910,117905,117906,290919,117908
26143,80158,16850,117961,118225,119092,119093,120324,119095,119096
26144,36714,54261,117890,117891,117878,118568,292195,19721,118570
26145,72024,18236,117961,118052,120304,122274,244798,3130,122275
26146,42085,4012,117961,118300,118597,118054,118054,117887,118055
26147,18072,15615,118752,118753,119121,280788,280788,292795,119082
26148,5045,7524,117961,118300,118437,118777,279443,308574,118779
26149,14666,75256,120864,120865,119796,126820,294510,118638,126822
26150,302049,23871,118752,119070,117945,119899,127369,19793,119900
26151,4675,3917,117961,118300,121405,117905,117906,290919,117908
26152,79299,15473,117902,118041,117945,118274,118806,292795,118276
26153,25696,239,117961,118225,124380,117905,117906,290919,117908
26154,28149,71892,91261,118026,121533,118028,121534,117887,118030
26155,17849,6733,117961,117969,6725,119997,278014,118131,119998
26156,13878,20434,117890,117891,117878,118568,292195,19721,118570
26157,70453,6618,118602,118603,117941,117885,118097,117887,117888
26158,72139,18046,117961,118300,118783,118321,117906,290919,118322
26159,37138,18417,117961,118343,119598,122297,301475,118331,118899
26160,75078,50716,117961,118052,118706,118318,168365,118205,118319
26161,74390,3281,117961,118225,120323,119093,120324,119095,119096
26162,18072,15581,118256,118257,117945,126684,280788,292795,126685
26163,88505,16816,117961,118300,119984,120647,311441,118398,120649
26164,34810,7253,117961,118225,118403,118321,117906,290919,118322
26165,76556,122401,117961,118446,118684,117905,117906,290919,117908
26166,42085,7346,117961,118343,123125,118777,279443,308574,118779
26167,79953,124925,117961,118225,122273,118784,147114,290919,118786
26168,698,2270,117961,118413,120584,118958,118959,118960,118961
26169,28149,28163,118315,118316,120361,118321,264516,290919,118322
26170,37734,11991,118090,118091,117912,117879,117886,19721,117880
26171,32642,15611,119280,119281,117945,280788,130913,292795,119082
26172,75212,54684,117961,117962,118910,118685,137802,308574,118687
26173,4675,7553,117961,118225,118403,117905,240983,290919,117908
26174,5112,135359,120342,120343,119076,118834,124426,118424,118836
26175,17308,5002,117961,118343,119598,118422,300136,118424,118425
26176,40204,1905,117961,118052,118992,118321,117906,290919,118322
26177,40438,13854,117961,118052,118821,118278,117906,290919,118279
26178,39392,53348,117961,117969,118970,118396,122194,118398,118399
26179,34950,92550,126974,126975,118492,118747,125738,118453,118749
26180,34920,5652,117961,118300,28618,118784,124402,290919,118786
26181,20294,85019,117916,117917,117941,117879,117886,19721,117880
26182,42972,17322,117961,118052,119243,118054,120514,117887,118055
26183,25103,44012,117961,117962,119223,123670,139296,121916,123672
26184,73454,34611,117961,118327,118320,117905,117906,290919,117908
26185,78360,858,117961,118327,118529,122129,168451,121916,122131
26186,3719,46514,117961,118300,120059,119849,310589,118638,119851
26187,45904,14136,118006,118007,118008,117879,117897,19721,117880
26188,23965,4341,117961,118300,118957,118321,117906,290919,118322
26189,23921,1898,117961,118225,131159,120097,131160,270488,120099
26190,41279,49655,117961,118446,122550,117905,117906,290919,117908
26191,37260,1775,120864,121013,128516,118636,194964,118638,118639
26192,13878,31056,117893,117894,117895,117879,117897,19721,117880
26193,38470,65460,118079,118080,117878,117879,118177,19721,117880
26194,4675,25303,117961,118386,118522,118784,147114,290919,118786
26195,79092,72192,117902,117903,120283,118863,142453,118398,118865
26196,14570,19888,117916,118011,117920,117879,117886,19721,117880
26197,20351,8106,117961,118327,120559,118318,181945,118205,118319
26198,34063,70062,117961,118386,118746,117905,117906,290919,117908
26199,73105,53193,117961,118343,118395,120647,120647,118398,120649
26200,7678,1383,121005,121006,118575,122129,164523,121916,122131
26201,38391,33884,118670,118671,117895,117896,117913,117887,117898
26202,16342,49147,118887,118888,123719,118777,279443,308574,118779
26203,17278,5396,117961,118343,119993,120773,118959,118960,120774
26204,20294,6871,117978,117979,117920,117879,117886,19721,117880
26205,23921,48960,122880,122974,118042,118563,118563,270488,118565
26206,25993,4308,117961,118343,118833,118054,137362,117887,118055
26207,41594,34927,118290,118291,120299,121122,267636,118612,121124
26208,13878,26170,117916,117917,117941,117879,117886,19721,117880
26209,79168,20708,118602,118603,118008,117885,119621,117887,117888
26210,41279,30488,119370,119370,118701,118702,144264,118704,118705
26211,79092,19714,117961,117962,119223,118054,118054,117887,118055
26212,23921,3085,117961,118300,125821,119849,154949,118638,119851
26213,45337,28613,118212,118213,120356,126516,137302,118612,126518
26214,29621,3745,117961,118300,118360,124435,118362,118363,124436
26215,37793,3071,120864,120865,139897,184274,310016,151277,184276
26216,35343,7229,117902,117903,127168,118321,117906,290919,118322
26217,39262,49655,117961,118446,122550,118321,117906,290919,118322
26218,20747,13765,117918,117919,117920,145648,123191,119784,163313
26219,29024,4936,117961,118343,120126,123615,133686,118424,123617
26220,18418,4375,117961,118343,120347,120344,311701,118424,120346
26221,19399,22373,117918,117919,117912,117885,117913,117887,117888
26222,23194,4865,117961,118343,121710,118422,300136,118424,118425
26223,79092,3032,118212,118213,123201,117905,125206,290919,117908
26224,772,782,117961,118413,127522,118784,240983,290919,118786
26225,41312,60009,117943,117944,118575,118274,249730,292795,118276
26226,75639,41783,118315,118463,119214,123651,127671,118467,123652
26227,37737,4121,118003,118004,117878,117879,117879,19721,117880
26228,20733,12751,118084,118085,117884,117879,117886,19721,117880
26229,31221,54684,117961,117962,118910,118685,137802,308574,118687
26230,4675,85343,117961,118327,118933,117905,117906,290919,117908
26231,34954,25262,117961,118327,118320,118523,310608,118331,118525
26232,78845,110319,117961,118052,119972,118054,133652,117887,118055
26233,79299,7703,117943,117944,117945,118274,129282,292795,118276
26234,81350,17227,117961,118343,118979,120006,255097,118424,120008
26235,33111,54618,117961,118052,118992,118321,117906,290919,118322
26236,15714,15484,118256,118257,118623,259173,193644,292795,118943
26237,19998,3287,130570,119256,118042,118043,118043,270488,118046
26238,6977,1325,117961,117962,118910,117905,117906,290919,117908
26239,38469,25452,5110,117954,117895,117879,118250,19721,117880
26240,79092,770,117961,118300,120722,118451,142600,118453,118454
26241,20297,50459,117882,117883,117884,117879,117886,19721,117880
26242,15064,17869,117961,118343,119898,118054,135719,117887,118055
26243,38468,19892,117993,117994,117895,117885,117913,117887,117888
26244,36902,59713,11146,118491,118810,119323,119324,19793,119325
26245,20897,14863,117961,118300,118360,118530,278014,118131,118532
26246,32642,15627,117961,119256,119257,280788,280788,292795,119082
26247,39330,4130,117961,118052,118881,117905,117906,290919,117908
26248,25740,14638,117961,118052,118821,117905,117906,290919,117908
26249,33988,7370,117961,118413,118481,118321,118785,290919,118322
26250,37943,21296,118006,118007,117878,179731,131575,117887,117973
26251,19399,6444,118114,118115,117884,117885,117913,117887,117888
26252,38392,46827,117929,117930,117941,117879,117886,19721,117880
26253,13878,2192,118185,31010,117920,127031,133508,120134,127032
26254,19975,7229,117902,117903,118783,117905,118036,290919,117908
26255,15064,2074,118441,118442,118378,118054,122180,117887,118055
26256,42678,4918,117961,118300,123055,120344,310997,118424,120346
26257,29024,4098,117961,118343,118292,120006,310997,118424,120008
26258,27589,43398,118752,118753,119121,118274,281020,292795,118276
26259,45610,50511,118006,118007,117884,117879,117897,19721,117880
26260,25788,14321,118084,118085,117884,117885,117913,117887,117888
26261,26430,31058,118126,118237,117895,117896,117913,117887,117898
26262,19842,2291,117961,118225,120663,118777,279443,308574,118779
26263,25740,4993,117961,118343,118979,118826,134537,118424,118828
26264,73756,5137,118212,118213,123614,123615,301534,118424,123617
26265,41643,13854,117961,118052,118821,118321,117906,290919,118322
26266,75078,28480,118315,118463,118522,129229,251603,119788,129231
26267,41298,7539,117961,118343,119987,117905,117906,290919,117908
26268,974,1398,117961,118300,118437,118784,130735,290919,118786
26269,16834,221,117961,118413,120370,118321,118448,290919,118322
26270,33642,27461,117926,118124,117941,117879,117886,19721,117880
26271,3853,5323,117961,118343,119598,307024,132719,118331,118332
26272,35190,50806,117961,118446,119961,118054,120325,117887,118055
26273,20218,259734,119280,119281,117945,280788,130913,292795,119082
26274,78532,16024,117961,118300,119984,120647,311441,118398,120649
26275,43876,67459,118079,118080,117878,117879,118177,19721,117880
26276,40338,14889,117961,118300,120722,118321,117906,290919,118322
26277,1020,4533,117961,118343,118700,118321,117906,290919,118322
26278,18418,4837,117961,118300,120026,118054,119601,117887,118055
26279,18688,20437,117890,117891,117878,117879,117879,19721,117880
26280,4675,8715,117961,118052,119986,122551,128532,118762,122552
26281,30583,7685,118573,118574,117945,117946,144259,292795,117948
26282,37737,87879,117918,117919,117884,117879,117886,19721,117880
26283,74390,3281,117961,118225,120323,122849,120324,119095,122850
26284,30999,17733,117961,118300,119984,118890,125128,118398,118892
26285,80519,16641,117961,118343,121747,307024,306404,118331,118332
26286,15030,14889,117961,118300,118437,120773,123107,118960,120774
26287,39264,3234,119280,119281,118623,118995,286106,292795,118997
26288,40062,3120,117961,118300,120312,120313,120314,118424,120315
26289,14354,57659,118084,118085,117884,117879,117886,19721,117880
26290,35376,71171,117961,118386,118746,118259,117906,290919,118261
26291,31369,21033,117961,118300,123749,119849,166593,118638,119851
26292,42208,28890,117961,118327,118529,138019,229991,120518,138021
26293,6977,19622,117961,118225,118403,118321,117906,290919,118322
26294,38718,63542,117910,117911,117941,117885,117913,117887,117888
26295,7678,3281,117961,118225,120323,122849,120324,119095,122850
26296,42085,17261,117961,118343,118833,118054,124356,117887,118055
26297,91804,7069,117961,118386,123844,118321,117906,290919,118322
26298,75078,41535,122532,123330,121014,120903,173034,119695,120904
26299,1732,18073,118256,118257,118623,118995,286106,292795,118997
26300,20276,2068,117980,118076,131868,119192,119193,119184,119194
26301,25993,8699,117961,118343,118660,118924,118925,118667,118926
26302,42977,21023,117961,118052,120398,119351,244798,3130,119353
26303,81398,3736,117961,118300,120059,118636,310589,118638,118639
26304,42085,3979,117961,118343,120347,119433,133686,118424,119435
26305,56130,52160,91261,118026,118706,119962,168365,118205,119964
26306,4684,47,119062,119063,176153,118321,117906,290919,118322
26307,78167,76601,117961,118052,120417,118702,125047,118704,118705
26308,75834,57757,117961,118343,142038,118321,117906,290919,118322
26309,31369,7339,117961,118300,118360,118361,118362,118363,118364
26310,78108,66843,117916,118150,117941,118568,129105,19721,118570
26311,43714,14798,117961,118386,118746,121594,126485,4673,121596
26312,16018,1558,117961,118300,120312,119849,282370,118638,119851
26313,79329,21261,117961,117969,118970,118890,148662,118398,118892
26314,73815,40922,118315,118463,118464,119172,162182,118467,119174
26315,75834,4533,117961,118343,118700,118784,117906,290919,118786
26316,29058,7019,119134,119135,125440,117896,209419,117887,117898
26317,25541,17319,117961,117962,118791,121469,310997,118424,121471
26318,6977,7660,117961,118386,120361,118321,117906,290919,118322
26319,42085,25768,118006,118007,118008,117879,117897,19721,117880
26320,20293,82044,117926,118266,119569,117885,117913,117887,117888
26321,25993,3622,117961,118300,118458,118834,223125,118424,118836
26322,27416,29763,118084,118085,117941,117879,117886,19721,117880
26323,74142,46254,117961,118327,126310,118641,306399,118643,118644
26324,16767,38902,118256,118257,117945,118274,118806,292795,118276
26325,25993,57516,118120,118121,117878,118568,163031,19721,118570
26326,32270,2299,117961,117962,119223,123737,131844,118960,123738
26327,36031,1249,117961,117962,118910,117905,117906,290919,117908
26328,25993,30509,118212,118213,120126,118728,301534,118295,118730
26329,78563,51345,117961,118052,120417,118702,125047,118704,118705
26330,16191,2017,117961,118327,121645,118321,117906,290919,118322
26331,34950,3266,117961,118225,120323,120591,120592,119095,120593
26332,73815,92274,118315,118463,118522,129229,129230,119788,129231
26333,16241,7991,117961,118327,274241,135740,147904,119772,135742
26334,85563,3262,117961,118343,123125,118321,117906,290919,118322
26335,79092,1466,117961,118300,123749,125010,157062,118424,125012
26336,4675,14731,117961,118446,118447,118784,213944,290919,118786
26337,30867,7002,119062,119091,123125,119962,168365,118205,119964
26338,2925,2976,117902,117903,119796,118777,279443,308574,118779
26339,28472,25293,117961,118386,128823,118321,117906,290919,118322
26340,22956,4831,117961,118052,118706,119928,161806,118331,119929
26341,37651,17687,118219,118220,117941,117885,117886,117887,117888
26342,4675,866,117961,118413,120526,120690,136365,290919,120692
26343,74142,1954,117961,117962,118501,120702,308462,118504,120704
26344,35540,18144,117929,117940,117941,117879,117886,19721,117880
26345,80842,1030,117961,118343,120722,124435,127527,118363,124436
26346,78438,15626,117961,118386,129128,120516,307024,120518,120519
26347,81296,1249,117961,117962,118910,117905,240983,290919,117908
26348,23489,16967,117961,118300,125872,120344,267223,118424,120346
26349,967,1383,121005,121006,118575,122129,164523,121916,122131
26350,78868,7530,117961,118300,118514,118259,287351,290919,118261
26351,39262,7369,117961,118386,118896,117905,117906,290919,117908
26352,14914,3509,118752,119070,118042,118563,194960,270488,118565
26353,28149,5511,117961,118386,120361,117905,117906,290919,117908
26354,43257,7369,117961,118386,118896,117905,117906,290919,117908
26355,3853,3224,117961,118225,120551,126184,147097,118762,126186
26356,42093,5292,118290,118291,119837,118293,118294,118295,118296
26357,73783,49850,117961,118413,122007,132671,126257,290919,132673
26358,23740,3118,117961,118300,118458,118834,309123,118424,118836
26359,70451,53129,117935,117936,117878,117885,117913,117887,117888
26360,23921,74884,126918,126919,118042,118043,146409,270488,118046
26361,36674,11523,118106,118107,117884,118568,141938,19721,118570
26362,41642,20382,117961,118300,124942,118784,117906,290919,118786
26363,1281,54684,117961,117962,118910,118536,279443,308574,118539
26364,20222,15460,118256,118257,117945,117946,119235,292795,117948
26365,36237,1450,117961,118300,118437,119962,168365,118205,119964
26366,6977,5595,131853,131854,120370,117905,117906,290919,117908
26367,87051,16641,117929,117940,117941,118568,293374,19721,118570
26368,44920,60790,117961,118052,118867,118523,310608,118331,118525
26369,3264,60827,118573,118574,119781,120097,165573,270488,120099
26370,79092,5002,117961,118343,119598,118422,300136,118424,118425
26371,19998,3464,118573,118574,118042,118043,118043,270488,118046
26372,3853,6046,117961,118446,120317,118321,240983,290919,118322
26373,78712,2299,117961,117962,119223,123737,131844,118960,123738
26374,17308,3509,118752,119070,118042,118043,118043,270488,118046
26375,80458,17218,117961,118300,120026,123737,180449,118960,123738
26376,18418,50015,117961,118343,119598,120344,310997,118424,120346
26377,39631,51791,117961,119256,119257,118995,118806,292795,118997
26378,37793,4121,118003,118004,117878,117879,117879,19721,117880
26379,20274,46118,117961,118327,120171,118054,118054,117887,118055
26380,33148,125466,117902,117903,120171,120990,262257,118398,120992
26381,3853,4994,117961,118300,118514,117905,117906,290919,117908
26382,44641,15542,117961,118300,118395,118396,300044,118398,118399
26383,20289,20480,118742,118743,118221,117885,117886,117887,117888
26384,15064,43385,117961,118343,120270,179731,156019,117887,117973
26385,34498,281951,118290,118291,119837,118422,120065,118424,118425
26386,37089,7370,117961,118413,118481,127782,230830,290919,127783
26387,14914,1652,117961,118327,118507,179731,131099,117887,117973
26388,6977,6047,117961,118413,120370,118784,117906,290919,118786
26389,37639,87226,118106,118107,117912,117885,117913,117887,117888
26390,45380,1954,117961,117962,118501,118502,130777,118504,118505
26391,79092,17223,117961,118225,120535,118396,233714,118398,118399
26392,34924,2318,117961,118327,118933,118784,117906,290919,118786
26393,18688,14560,117951,117952,118008,117879,117897,19721,117880
26394,78563,52902,118595,118596,81476,120344,138524,118424,120346
26395,6707,3053,117961,118225,120663,124886,132017,118643,124888
26396,15714,15371,118169,118170,117945,280788,155276,292795,119082
26397,13878,22356,117926,118266,117920,121067,139158,121069,121070
26398,34832,49024,117882,123999,118552,118054,122180,117887,118055
26399,31224,49353,125714,125715,118910,118321,117906,290919,118322
26400,4675,74910,91261,118026,118317,118318,168365,118205,118319
26401,78175,671,117961,117962,118352,117905,117906,290919,117908
26402,25993,6732,117961,117969,6725,120527,275449,6725,120529
26403,80947,5526,131853,131854,120370,118321,117906,290919,118322
26404,33232,1350,117961,118052,120096,118321,117906,290919,118322
26405,6977,7370,117961,118413,118481,118321,118785,290919,118322
26406,36049,56058,118212,118213,118458,118912,309291,118424,118914
26407,40997,70056,117961,118225,118403,118777,131444,308574,118779
26408,75078,59748,117961,118386,119954,117905,117906,290919,117908
26409,80853,14638,117961,118052,118992,118784,117906,290919,118786
26410,28294,1350,117961,118052,122938,118321,117906,290919,118322
26411,40069,2260,117961,118343,119598,120497,223125,118424,120499
26412,25140,1152,117902,118041,118862,118863,305057,118398,118865
26413,83269,743,117961,118300,119181,118784,117906,290919,118786
26414,31223,1249,117961,118386,118910,118321,117906,290919,118322
26415,36686,20690,117876,117877,117878,118568,173457,19721,118570
26416,3853,20394,117961,118052,118706,123045,123637,120518,123047
26417,33150,4590,117961,118343,118395,123067,269406,118398,123068
26418,20364,15887,117961,118052,120356,126516,126517,118612,126518
26419,16639,58925,118212,119763,128350,119004,144111,119006,119007
26420,42093,7284,91261,118026,118202,118321,117906,290919,118322
26421,74969,46526,117961,118300,119984,118396,269406,118398,118399
26422,44943,3788,117961,118343,120722,118784,117906,290919,118786
26423,16606,1913,117902,117903,118783,120952,122352,118453,120954
26424,34861,15504,117961,118386,123656,118321,240983,290919,118322
26425,74639,7519,91261,118026,118202,119962,168365,118205,119964
26426,81320,6453,125714,125715,118910,118321,117906,290919,118322
26427,23096,5140,117961,118343,121710,117905,117906,290919,117908
26428,75078,79603,117961,118386,125884,122860,189352,3130,122862
26429,34173,2781,117961,118300,118783,118278,118260,290919,118279
26430,39518,95479,126974,126975,118492,132692,226262,270488,132694
26431,19678,19706,117935,117936,117878,118568,118568,19721,118570
26432,43122,34612,117961,118327,118320,117905,240983,290919,117908
26433,1805,6021,117961,118413,122007,118784,117906,290919,118786
26434,25993,101834,119134,119135,118042,118207,200069,270488,118209
26435,15715,51733,119280,119281,117945,126684,193644,292795,126685
26436,80195,7491,117961,118300,119181,118784,118785,290919,118786
